start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,habit_raw,fight
30/12/17 18:37,16,rat,30/12/17 18:35,30/12/17 18:38,108,1,0,0,30/12/17 16:45,1.870833333,0,rat,0
30/12/17 19:51,0.074015603,fast,30/12/17 19:50,30/12/17 19:55,17,0,1,0,30/12/17 16:45,3.100833333,0,fast,0
30/12/17 19:51,4,fast,30/12/17 19:50,30/12/17 19:55,41,0,1,0,30/12/17 16:45,3.1075,0,fast,0
30/12/17 19:52,10,rat,30/12/17 19:50,30/12/17 19:55,111,1,0,0,30/12/17 16:45,3.126944444,0,rat,0
30/12/17 19:54,15,rat,30/12/17 19:50,30/12/17 19:55,194,1,0,0,30/12/17 16:45,3.15,0,rat,0
30/12/17 19:54,24,rat,30/12/17 19:50,30/12/17 19:55,215,1,0,0,30/12/17 16:45,3.155833333,0,rat,0
30/12/17 19:54,13,rat,30/12/17 19:50,30/12/17 19:55,253,1,0,0,30/12/17 16:45,3.166388889,0,rat,0
26/12/17 21:24,15,rat,26/12/17 21:22,26/12/17 21:27,88,1,0,0,26/12/17 16:43,4.684444444,0,rat,0
26/12/17 21:24,6,pick,26/12/17 21:22,26/12/17 21:27,113,0,1,0,26/12/17 16:43,4.691388889,0,pick,0
26/12/17 21:24,3,fast,26/12/17 21:22,26/12/17 21:27,121,0,1,0,26/12/17 16:43,4.693611111,0,fast,0
26/12/17 21:24,5,pick,26/12/17 21:22,26/12/17 21:27,128,0,1,0,26/12/17 16:43,4.695555556,0,pick,0
26/12/17 21:25,6,pick,26/12/17 21:22,26/12/17 21:27,153,0,1,0,26/12/17 16:43,4.7025,0,pick,0
26/12/17 21:26,10,rat,26/12/17 21:22,26/12/17 21:27,208,1,0,0,26/12/17 16:43,4.717777778,0,rat,0
26/12/17 21:26,1,bat,26/12/17 21:22,26/12/17 21:27,216,1,0,0,26/12/17 16:43,4.72,0,bat_fight,1
27/12/17 01:35,2,rat,27/12/17 01:34,27/12/17 01:41,37,1,0,0,26/12/17 16:43,8.8725,0,rat_and_no_food,0
26/12/17 20:57,5,other,26/12/17 20:53,26/12/17 20:58,199,0,0,0,26/12/17 16:43,4.2375,0,nan,0
26/12/17 20:57,1,other,26/12/17 20:53,26/12/17 20:58,239,0,0,0,26/12/17 16:43,4.248611111,0,nan,0
28/12/17 19:36,1,fast,28/12/17 19:35,28/12/17 19:46,14,0,1,0,28/12/17 16:44,2.868888889,0,fast,0
28/12/17 19:36,2,rat,28/12/17 19:35,28/12/17 19:46,40,1,0,0,28/12/17 16:44,2.876111111,0,rat,0
28/12/17 19:37,26,rat,28/12/17 19:35,28/12/17 19:46,68,1,0,0,28/12/17 16:44,2.883888889,0,rat,0
28/12/17 19:44,5,rat,28/12/17 19:35,28/12/17 19:46,521,1,0,0,28/12/17 16:44,3.009722222,0,rat_and_others,0
28/12/17 19:45,15,pick,28/12/17 19:35,28/12/17 19:46,564,1,1,0,28/12/17 16:44,3.021666667,0,pick_and_others,0
28/12/17 19:46,24,rat,28/12/17 19:35,28/12/17 19:46,607,1,0,0,28/12/17 16:44,3.033611111,0,rat,0
28/12/17 03:58,2,fast,28/12/17 03:56,28/12/17 04:13,107,0,1,0,27/12/17 16:43,11.26277778,0,fast,0
28/12/17 04:02,2,fast,28/12/17 03:56,28/12/17 04:13,358,0,1,0,27/12/17 16:43,11.3325,0,fast,0
28/12/17 04:11,1,other,28/12/17 03:56,28/12/17 04:13,852,0,0,0,27/12/17 16:43,11.46972222,0,nan,0
27/1/18 23:44,0.049410419,fast,27/1/18 23:44,27/1/18 23:50,12,0,1,1,27/1/18 17:09,6.591111111,0,fast,0
27/1/18 23:44,1,fast,27/1/18 23:44,27/1/18 23:50,14,0,1,1,27/1/18 17:09,6.591666667,0,fast,0
27/1/18 23:45,6,rat,27/1/18 23:44,27/1/18 23:50,49,1,0,1,27/1/18 17:09,6.601388889,0,rat,0
27/1/18 23:45,3,fast,27/1/18 23:44,27/1/18 23:50,68,0,1,1,27/1/18 17:09,6.606666667,0,fast,0
27/1/18 23:45,8,rat,27/1/18 23:44,27/1/18 23:50,84,1,0,1,27/1/18 17:09,6.611111111,0,rat,0
27/1/18 23:46,31,rat,27/1/18 23:44,27/1/18 23:50,122,1,0,1,27/1/18 17:09,6.621666667,0,rat,0
27/1/18 23:47,0.010695699,fast,27/1/18 23:44,27/1/18 23:50,186,0,1,1,27/1/18 17:09,6.639444444,0,fast,0
27/1/18 23:48,2,fast,27/1/18 23:44,27/1/18 23:50,231,0,1,1,27/1/18 17:09,6.651944444,0,fast,0
27/1/18 23:48,1,other,27/1/18 23:44,27/1/18 23:50,246,0,0,1,27/1/18 17:09,6.656111111,0,gaze,0
27/1/18 23:48,9,pick,27/1/18 23:44,27/1/18 23:50,253,0,1,1,27/1/18 17:09,6.658055556,0,pick,0
27/1/18 23:50,6,pick,27/1/18 23:44,27/1/18 23:50,355,0,1,1,27/1/18 17:09,6.686388889,0,pick,0
28/1/18 04:20,11,pick,28/1/18 04:08,28/1/18 04:20,742,0,1,1,27/1/18 17:09,11.1975,0,pick,0
1/1/18 01:52,2,fast,1/1/18 01:50,1/1/18 01:55,115,0,1,1,31/12/17 16:46,9.108333333,0,fast,0
31/1/18 19:44,3,rat,31/1/18 19:41,31/1/18 19:45,195,1,0,1,31/1/18 17:13,2.522777778,0,rat,0
31/1/18 22:23,1,fast,31/1/18 22:20,31/1/18 22:24,168,0,1,1,31/1/18 17:13,5.168333333,0,fast,0
1/10/18 23:34,4,other,1/10/18 23:32,1/10/18 23:34,113,0,0,1,1/10/18 16:54,6.673888889,0,nan,0
1/10/18 04:12,1,rat,1/10/18 04:07,1/10/18 04:15,306,1,0,1,1/9/18 16:53,11.32222222,0,rat,0
28/1/18 19:56,1,fast,28/1/18 19:56,28/1/18 20:10,9,0,1,1,28/1/18 17:10,2.770833333,0,fast,0
28/1/18 20:03,1,rat,28/1/18 19:56,28/1/18 20:10,456,1,0,1,28/1/18 17:10,2.895,0,rat,0
28/1/18 20:04,0.035319187,rat,28/1/18 19:56,28/1/18 20:10,528,1,0,1,28/1/18 17:10,2.915,0,rat,0
28/1/18 20:05,1,rat,28/1/18 19:56,28/1/18 20:10,534,1,0,1,28/1/18 17:10,2.916666667,0,rat,0
28/1/18 20:05,7,rat,28/1/18 19:56,28/1/18 20:10,545,1,1,1,28/1/18 17:10,2.919722222,0,pick_rat,0
28/1/18 20:05,1,fast,28/1/18 19:56,28/1/18 20:10,551,0,1,1,28/1/18 17:10,2.921388889,0,fast,0
28/1/18 20:05,0.034803066,fast,28/1/18 19:56,28/1/18 20:10,569,0,1,1,28/1/18 17:10,2.926388889,0,fast,0
28/1/18 20:05,1,rat,28/1/18 19:56,28/1/18 20:10,583,1,0,1,28/1/18 17:10,2.930277778,0,rat,0
28/1/18 20:05,1,fast,28/1/18 19:56,28/1/18 20:10,589,0,1,1,28/1/18 17:10,2.931944444,0,fast,0
28/1/18 20:06,2,fast,28/1/18 19:56,28/1/18 20:10,627,0,1,1,28/1/18 17:10,2.9425,0,fast,0
28/1/18 20:06,1,fast,28/1/18 19:56,28/1/18 20:10,631,0,1,1,28/1/18 17:10,2.943611111,0,fast,0
28/1/18 20:06,4,fast,28/1/18 19:56,28/1/18 20:10,642,0,1,1,28/1/18 17:10,2.946666667,0,fast,0
28/1/18 20:08,4,pick,28/1/18 19:56,28/1/18 20:10,720,0,1,1,28/1/18 17:10,2.968333333,0,pick,0
28/1/18 20:09,3,rat,28/1/18 19:56,28/1/18 20:10,824,1,0,1,28/1/18 17:10,2.997222222,0,rat,0
29/1/18 01:32,22,pick,29/1/18 01:29,29/1/18 01:33,225,0,1,1,28/1/18 17:10,8.381666667,0,pick,0
28/1/18 19:58,1,rat,28/1/18 19:56,28/1/18 20:10,162,1,0,1,28/1/18 17:10,2.813333333,0,rat,0
20/2/18 01:49,2,rat,20/2/18 01:47,20/2/18 01:50,151,1,0,2,19/2/18 17:30,8.333055556,0,rat,0
20/2/18 03:10,1,rat,20/2/18 03:10,20/2/18 03:11,17,1,0,2,19/2/18 17:30,9.676111111,0,rat,0
20/2/18 02:12,3,bat,20/2/18 02:10,20/2/18 02:13,116,1,0,2,19/2/18 17:30,8.713055556,0,bat,0
2/10/18 00:43,4,rat,2/10/18 00:43,2/10/18 00:45,22,1,0,2,2/9/18 17:21,7.375277778,0,rat,0
2/10/18 00:44,3,fast,2/10/18 00:43,2/10/18 00:45,96,0,1,2,2/9/18 17:21,7.395833333,0,fast,0
2/10/18 00:49,0.089216347,fast,2/10/18 00:49,2/10/18 00:51,18,0,1,2,2/9/18 17:21,7.471944444,0,fast,0
2/10/18 00:49,2,rat,2/10/18 00:49,2/10/18 00:51,56,1,0,2,2/9/18 17:21,7.4825,0,rat,0
2/10/18 00:50,0.041390374,fast,2/10/18 00:49,2/10/18 00:51,65,0,1,2,2/9/18 17:21,7.485,0,fast,0
2/10/18 00:50,0.090143902,rat,2/10/18 00:49,2/10/18 00:51,81,1,0,2,2/9/18 17:21,7.489444444,0,rat,0
2/10/18 00:50,20,other,2/10/18 00:49,2/10/18 00:51,102,0,0,2,2/9/18 17:21,7.495277778,0,both,0
2/10/18 00:51,2,rat,2/10/18 00:49,2/10/18 00:51,149,1,0,2,2/9/18 17:21,7.508333333,0,rat,0
2/10/18 00:44,7,bat,2/10/18 00:43,2/10/18 00:45,61,1,0,2,2/9/18 17:21,7.386111111,0,bat,0
2/10/18 00:44,21,bat,2/10/18 00:43,2/10/18 00:45,65,1,1,2,2/9/18 17:21,7.387222222,0,pick_bat,0
2/10/18 00:44,4,pick,2/10/18 00:43,2/10/18 00:45,68,0,1,2,2/9/18 17:21,7.388055556,0,pick,0
2/10/18 00:44,2,pick,2/10/18 00:43,2/10/18 00:45,80,0,1,2,2/9/18 17:21,7.391388889,0,pick,0
2/7/18 18:32,1,rat,2/7/18 18:29,2/7/18 18:44,166,1,0,2,2/7/18 17:19,1.225277778,0,rat,0
2/7/18 22:58,14,pick,2/7/18 22:53,2/7/18 22:58,299,0,1,2,2/7/18 17:19,5.661944444,0,pick,0
2/8/18 01:47,8,rat,2/8/18 01:47,2/8/18 01:48,7,1,0,2,2/7/18 17:19,8.481666667,0,rat attack,0
2/8/18 01:52,1,fast,2/8/18 01:52,2/8/18 01:52,2,0,1,2,2/7/18 17:19,8.554722222,0,fast,0
2/8/18 02:06,6,rat,2/8/18 02:05,2/8/18 02:09,74,1,0,2,2/7/18 17:19,8.796944444,0,rat,0
2/8/18 02:06,1,rat,2/8/18 02:05,2/8/18 02:09,80,1,0,2,2/7/18 17:19,8.798611111,0,rat,0
2/8/18 02:07,7,rat,2/8/18 02:05,2/8/18 02:09,99,1,0,2,2/7/18 17:19,8.803888889,0,rat,0
2/8/18 02:07,4,rat,2/8/18 02:05,2/8/18 02:09,116,1,0,2,2/7/18 17:19,8.808611111,0,rat,0
2/8/18 02:08,4,rat,2/8/18 02:05,2/8/18 02:09,200,1,0,2,2/7/18 17:19,8.831944444,0,rat,0
2/8/18 03:41,0.035867953,rat,2/8/18 03:41,2/8/18 03:45,27,1,0,2,2/7/18 17:19,10.37444444,0,rat,0
2/2/18 00:43,2,fast,2/2/18 00:40,2/2/18 00:44,184,0,1,2,2/1/18 17:14,7.489722222,0,fast,0
2/2/18 00:44,1,rat,2/2/18 00:40,2/2/18 00:44,239,1,0,2,2/1/18 17:14,7.505,0,rat,0
2/9/18 00:06,3,fast,2/9/18 00:06,2/9/18 00:06,2,0,1,2,2/8/18 17:20,6.767222222,0,fast,0
2/9/18 00:11,1,rat,2/9/18 00:09,2/9/18 00:13,135,1,0,2,2/8/18 17:20,6.862222222,0,rat,0
2/9/18 00:26,17,pick,2/9/18 00:26,2/9/18 00:32,2,0,1,2,2/8/18 17:20,7.114722222,0,pick,0
2/9/18 00:29,1,rat,2/9/18 00:26,2/9/18 00:32,154,1,0,2,2/8/18 17:20,7.156944444,0,rat,0
2/9/18 03:31,1,rat,2/9/18 03:28,2/9/18 03:33,146,1,0,2,2/8/18 17:20,10.18444444,0,rat,0
2/9/18 03:32,21,rat,2/9/18 03:28,2/9/18 03:33,211,1,0,2,2/8/18 17:20,10.2025,0,rat,0
2/9/18 03:32,9,pick,2/9/18 03:28,2/9/18 03:33,246,0,1,2,2/8/18 17:20,10.21222222,0,pick,0
13/2/18 03:44,1,rat,13/2/18 03:43,13/2/18 03:45,77,1,0,2,2/12/18 17:24,10.34222222,0,rat,0
13/2/18 03:50,3,fast,13/2/18 03:49,13/2/18 03:50,59,0,1,2,2/12/18 17:24,10.435,0,fast,0
14/2/18 22:05,1,rat,14/2/18 22:04,14/2/18 22:12,89,1,0,2,14/2/18 17:26,4.659166667,0,rat,0
14/2/18 22:08,2,rat,14/2/18 22:04,14/2/18 22:12,259,1,0,2,14/2/18 17:26,4.706388889,0,rat,0
14/2/18 22:11,4,rat,14/2/18 22:04,14/2/18 22:12,470,1,0,2,14/2/18 17:26,4.765,0,rat,0
14/2/18 22:46,2,rat,14/2/18 22:43,14/2/18 22:52,187,1,0,2,14/2/18 17:26,5.341666667,0,rat,0
14/2/18 22:46,1,rat,14/2/18 22:43,14/2/18 22:52,204,1,0,2,14/2/18 17:26,5.346388889,0,rat,0
14/2/18 22:50,2,rat,14/2/18 22:43,14/2/18 22:52,420,1,0,2,14/2/18 17:26,5.406388889,0,rat,0
14/2/18 22:50,9,rat,14/2/18 22:43,14/2/18 22:52,434,1,0,2,14/2/18 17:26,5.410277778,0,rat,0
14/2/18 22:51,0.061201372,rat,14/2/18 22:43,14/2/18 22:52,512,1,0,2,14/2/18 17:26,5.431944444,0,rat,0
14/2/18 22:52,1,rat,14/2/18 22:43,14/2/18 22:52,518,1,0,2,14/2/18 17:26,5.433611111,0,rat,0
14/2/18 03:11,31,pick,14/2/18 03:02,14/2/18 03:11,499,0,1,2,13/2/18 17:25,9.771666667,0,pick,0
14/2/18 05:30,1,rat,14/2/18 05:26,14/2/18 05:34,225,1,0,2,13/2/18 17:25,12.09194444,0,rat,0
15/2/18 18:21,0.050105814,fast,15/2/18 18:20,15/2/18 18:28,54,0,1,2,15/2/18 17:26,0.9225,0,fast,0
15/2/18 19:31,1,fast,15/2/18 19:30,15/2/18 19:31,30,0,1,2,15/2/18 17:26,2.085833333,0,fast,0
15/2/18 19:31,0.085595674,rat,15/2/18 19:30,15/2/18 19:31,71,1,0,2,15/2/18 17:26,2.097222222,0,attack_rat,0
15/2/18 18:52,6,bat,15/2/18 18:49,15/2/18 18:55,179,1,0,2,15/2/18 17:26,1.440277778,0,bat,0
15/2/18 18:52,6,pick,15/2/18 18:49,15/2/18 18:55,201,0,1,2,15/2/18 17:26,1.446388889,0,pick,0
15/2/18 18:54,1,rat,15/2/18 18:49,15/2/18 18:55,321,1,0,2,15/2/18 17:26,1.479722222,0,rat,0
2/4/18 18:33,3,rat,2/4/18 18:32,2/4/18 18:50,77,1,0,2,2/4/18 17:17,1.274722222,0,bat_and_rat,0
2/4/18 18:32,155,other,2/4/18 18:32,2/4/18 18:50,42,0,0,2,2/4/18 17:17,1.265,0,nan,0
2/4/18 18:46,1,other,2/4/18 18:32,2/4/18 18:50,856,0,0,2,2/4/18 17:17,1.491111111,0,nan,0
2/4/18 18:47,1,other,2/4/18 18:32,2/4/18 18:50,933,0,0,2,2/4/18 17:17,1.5125,0,nan,0
2/3/18 17:51,29,rat,2/3/18 17:51,2/3/18 17:51,22,1,0,2,2/3/18 17:16,0.592777778,0,rat,0
2/2/18 18:30,4,rat,2/2/18 18:30,2/2/18 18:30,3,1,0,2,2/2/18 17:15,1.260555556,0,rat,0
2/5/18 23:22,1,other,2/5/18 23:21,2/5/18 23:26,77,0,0,2,2/5/18 17:18,6.072222222,0,nan,0
2/5/18 23:22,1,other,2/5/18 23:21,2/5/18 23:26,110,0,0,2,2/5/18 17:18,6.081388889,0,nan,0
2/5/18 23:25,6,other,2/5/18 23:21,2/5/18 23:26,253,0,0,2,2/5/18 17:18,6.121111111,0,nan,0
16/2/18 22:18,2,rat,16/2/18 22:18,16/2/18 22:22,25,1,0,2,16/2/18 17:27,4.860277778,0,rat,0
16/2/18 22:21,16,rat,16/2/18 22:18,16/2/18 22:22,181,1,0,2,16/2/18 17:27,4.903611111,0,rat,0
16/2/18 22:21,2,rat,16/2/18 22:18,16/2/18 22:22,201,1,0,2,16/2/18 17:27,4.909166667,0,rat,0
16/2/18 22:21,1,fast,16/2/18 22:18,16/2/18 22:22,206,0,1,2,16/2/18 17:27,4.910555556,0,fast,0
16/2/18 22:22,0.07570842,rat,16/2/18 22:18,16/2/18 22:22,250,1,0,2,16/2/18 17:27,4.922777778,0,rat_attack,0
19/2/18 00:33,0.057540536,fast,19/2/18 00:31,19/2/18 00:34,157,0,1,2,18/2/18 17:29,7.078055556,0,fast,0
19/2/18 01:33,3,rat,19/2/18 01:33,19/2/18 01:33,6,1,0,2,18/2/18 17:29,8.078333333,0,rat,0
2/10/18 21:08,5,rat,2/10/18 21:04,2/10/18 21:11,222,1,0,2,2/10/18 17:22,3.771111111,0,rat,0
2/10/18 21:36,1,rat,2/10/18 21:35,2/10/18 21:36,68,1,0,2,2/10/18 17:22,4.236666667,0,rat,0
2/10/18 21:36,2,rat,2/10/18 21:35,2/10/18 21:36,75,1,0,2,2/10/18 17:22,4.238611111,0,rat,0
2/10/18 21:44,1,rat,2/10/18 21:44,2/10/18 21:51,6,1,0,2,2/10/18 17:22,4.368333333,0,rat,0
2/10/18 21:45,6,other,2/10/18 21:44,2/10/18 21:51,86,0,0,2,2/10/18 17:22,4.390555556,0,nan,0
2/10/18 21:45,4,rat,2/10/18 21:44,2/10/18 21:51,92,1,0,2,2/10/18 17:22,4.392222222,0,rat,0
2/10/18 21:46,13,rat,2/10/18 21:44,2/10/18 21:51,137,1,0,2,2/10/18 17:22,4.404722222,0,rat,0
2/10/18 21:46,1,rat,2/10/18 21:44,2/10/18 21:51,155,1,0,2,2/10/18 17:22,4.409722222,0,rat,0
2/10/18 21:46,2,fast,2/10/18 21:44,2/10/18 21:51,158,0,1,2,2/10/18 17:22,4.410555556,0,fast,0
2/10/18 21:47,1,rat,2/10/18 21:44,2/10/18 21:51,224,1,0,2,2/10/18 17:22,4.428888889,0,rat,0
2/11/18 00:32,1,rat,2/11/18 00:31,2/11/18 00:33,35,1,0,2,2/10/18 17:22,7.1725,0,rat,0
2/11/18 01:09,5,pick,2/11/18 01:09,2/11/18 01:10,7,0,1,2,2/10/18 17:22,7.794722222,0,pick,0
2/11/18 01:54,0.04438061,rat,2/11/18 01:52,2/11/18 01:58,105,1,0,2,2/10/18 17:22,8.544444444,0,rat,0
2/11/18 01:55,3,rat,2/11/18 01:52,2/11/18 01:58,132,1,0,2,2/10/18 17:22,8.551944444,0,rat,0
2/11/18 01:56,1,fast,2/11/18 01:52,2/11/18 01:58,242,0,1,2,2/10/18 17:22,8.5825,0,fast,0
2/11/18 01:57,6,fast,2/11/18 01:52,2/11/18 01:58,269,0,1,2,2/10/18 17:22,8.59,0,fast,0
2/11/18 01:57,24,rat,2/11/18 01:52,2/11/18 01:58,286,1,0,2,2/10/18 17:22,8.594722222,0,rat,0
2/10/18 19:25,0.097399911,fast,2/10/18 19:24,2/10/18 19:25,13,0,1,2,2/10/18 17:22,2.05,0,fast,0
17/2/18 20:50,2,rat,17/2/18 20:49,17/2/18 20:51,20,1,0,2,17/2/18 17:28,3.370555556,0,rat,0
17/2/18 20:50,1,rat,17/2/18 20:49,17/2/18 20:51,35,1,0,2,17/2/18 17:28,3.374722222,0,rat,0
17/2/18 20:50,2,rat,17/2/18 20:49,17/2/18 20:51,42,1,0,2,17/2/18 17:28,3.376666667,0,rat,0
17/2/18 17:42,0.050211363,fast,17/2/18 17:40,17/2/18 17:43,139,0,1,2,17/2/18 17:28,0.247777778,0,fast,0
18/3/18 21:37,3,fast,18/3/18 21:37,18/3/18 21:40,2,0,1,3,18/3/18 17:50,3.795555556,1,fast,0
18/3/18 21:38,2,fast,18/3/18 21:37,18/3/18 21:40,73,0,1,3,18/3/18 17:50,3.815277778,1,fast,0
18/3/18 21:39,1,fast,18/3/18 21:37,18/3/18 21:40,105,0,1,3,18/3/18 17:50,3.824166667,1,fast,0
18/3/18 21:39,2,fast,18/3/18 21:37,18/3/18 21:40,130,0,1,3,18/3/18 17:50,3.831111111,1,fast,0
29/3/18 00:47,4,pick,29/3/18 00:46,29/3/18 00:55,71,0,1,3,28/3/18 18:57,5.849444444,1,pick,0
29/3/18 00:49,0.046019395,rat,29/3/18 00:46,29/3/18 00:55,192,1,0,3,28/3/18 18:57,5.883055556,1,rat,0
29/3/18 00:50,9,pick,29/3/18 00:46,29/3/18 00:55,220,0,1,3,28/3/18 18:57,5.890833333,1,pick,0
29/3/18 00:50,18,pick,29/3/18 00:46,29/3/18 00:55,239,0,1,3,28/3/18 18:57,5.896111111,1,pick,0
29/3/18 00:50,14,rat,29/3/18 00:46,29/3/18 00:55,250,1,0,3,28/3/18 18:57,5.899166667,1,rat,0
29/3/18 00:51,2,bat,29/3/18 00:46,29/3/18 00:55,264,1,0,3,28/3/18 18:57,5.903055556,1,other_bats,0
29/3/18 00:51,3,fast,29/3/18 00:46,29/3/18 00:55,265,0,1,3,28/3/18 18:57,5.903333333,1,fast,0
29/3/18 00:51,12,rat,29/3/18 00:46,29/3/18 00:55,279,1,0,3,28/3/18 18:57,5.907222222,1,rat,0
29/3/18 00:51,15,pick,29/3/18 00:46,29/3/18 00:55,295,0,1,3,28/3/18 18:57,5.911666667,1,pick,0
29/3/18 00:53,2,fast,29/3/18 00:46,29/3/18 00:55,426,0,1,3,28/3/18 18:57,5.948055556,1,fast,0
29/3/18 00:54,34,rat,29/3/18 00:46,29/3/18 00:55,452,1,0,3,28/3/18 18:57,5.955277778,1,rat,0
29/3/18 00:55,11,rat,29/3/18 00:46,29/3/18 00:55,507,1,0,3,28/3/18 18:57,5.970555556,1,rat,0
29/3/18 02:20,0.013008356,fast,29/3/18 02:19,29/3/18 02:25,29,0,1,3,28/3/18 18:57,7.385833333,1,fast,0
29/3/18 02:21,2,fast,29/3/18 02:19,29/3/18 02:25,135,0,1,3,28/3/18 18:57,7.415277778,1,fast,0
29/3/18 02:22,2,rat,29/3/18 02:19,29/3/18 02:25,188,1,0,3,28/3/18 18:57,7.43,1,rat,0
29/3/18 02:25,0.028276798,rat,29/3/18 02:19,29/3/18 02:25,329,1,0,3,28/3/18 18:57,7.469166667,1,rat,0
20/3/18 02:11,4,rat,20/3/18 02:11,20/3/18 02:11,46,1,1,3,19/3/18 17:51,8.347222222,1,rat_pick,0
20/3/18 03:17,2,fast,20/3/18 03:15,20/3/18 03:17,108,0,1,3,19/3/18 17:51,9.436944444,1,fast,0
31/3/18 00:28,25,bat,31/3/18 00:20,31/3/18 00:28,517,1,0,3,30/3/18 18:59,5.497777778,1,other_bats,0
31/3/18 01:57,3,fast,31/3/18 01:48,31/3/18 01:58,537,0,1,3,30/3/18 18:59,6.976944444,1,fast,0
31/3/18 00:28,1,other,31/3/18 00:20,31/3/18 00:28,507,0,0,3,30/3/18 18:59,5.495,1,nan,0
